HeartRate,SkinConductance,EEG,Temperature,PupilDiameter,SmileIntensity,FrownIntensity,CortisolLevel,ActivityLevel,AmbientNoiseLevel,LightingLevel,EmotionalState,CognitiveState,EngagementLevel,Category
93,2.937192124156158,6.039761702489053,36.32709392780147,2.5680192917499025,0.3580194893522946,0.2662617108646791,1.0016466144319425,55,51,877,partially engaged,distracted,2,Mid
115,0.4447129063838244,0.5845336930757777,37.07708082817698,2.417768480690043,0.1366639151025405,0.645235259300495,1.9544373881184665,21,51,806,disengaged,distracted,3,Low
102,1.67117721778585,1.9032307334872869,37.031831666620505,2.0329188710821517,0.0085489213049217,0.6227436265622112,1.85920313884918,46,54,823,disengaged,distracted,2,Mid
112,1.3215011098265963,1.3307390213220438,37.06473154829766,2.2887674624719234,0.0612700616370388,0.7000476031433454,1.7699905260572102,35,47,740,disengaged,focused,3,Mid
93,3.80375059241653,9.14615314737776,36.30000223425464,2.805261277886843,0.4023674728295536,0.2776480234656583,1.2287290208167732,62,49,935,partially engaged,distracted,2,Mid
72,9.305594639799946,14.572963999545204,36.74981600387487,3.659314194378813,0.7329791171077573,0.1372358236878486,0.6645939033239239,179,32,801,engaged,focused,3,High
114,0.6578113094030853,4.822183665875008,37.08625247349244,2.1208399078535862,0.0927359501509815,0.7392226178166109,1.8657877388141668,24,38,987,disengaged,distracted,3,Low
82,3.2669759734388104,7.432970877435144,36.2971230026752,2.625525662219633,0.3326280287109919,0.2797126775588053,1.0410131124278,77,50,586,partially engaged,distracted,3,Mid
87,2.356926978298156,5.563652660647645,36.04010889943368,2.923930644880951,0.3161409789856326,0.3966924070768806,1.179165647023059,51,45,729,partially engaged,distracted,3,Mid
84,4.950479617399324,7.088026236511984,36.10602168109648,2.7607707245967568,0.4297597249157777,0.2630357391031778,1.3573846792496298,70,44,501,partially engaged,focused,3,Mid
117,0.8709197695782962,0.0198091713545012,37.24604128711045,2.1279099015964675,0.0112300908049035,0.7733063896294385,1.661209366943466,25,52,712,disengaged,distracted,3,Low
81,2.724913844232133,7.945189458076586,36.34283919008309,2.952506972933888,0.4215275989368264,0.29064636025,1.2861346761708887,63,48,316,partially engaged,distracted,3,Mid
79,10.572476120782568,16.47603661360489,36.94929159020388,3.4501898259776143,0.8876666132946063,0.0335060976608553,0.5780982393669125,137,45,765,engaged,focused,1,High
118,1.2646820814658164,3.728370210118892,37.1474657438806,2.311303860926228,0.0376278241612645,0.5656993127163688,1.5336544441869406,32,59,956,disengaged,focused,3,Mid
110,0.4763714111991239,2.781188628501452,37.177120099316895,2.4186049551446342,0.1056295761590728,0.5089432168561479,1.9925476431698692,23,53,520,disengaged,distracted,3,Low
97,3.311767517607831,6.246589032600482,36.33822911723145,2.5629486768524936,0.4716493396912983,0.2501223971826264,1.1807268291919837,86,59,556,partially engaged,focused,2,Mid
107,1.87684370419754,2.552023443595157,37.233705250128736,2.336217200981172,0.0522468402036568,0.5974378612364948,1.9660229181193116,12,36,785,disengaged,distracted,2,Mid
62,7.711117619354296,15.43790189929872,36.98569813349475,3.3187038990282174,0.5802382381585209,0.1021772016449328,0.693910544362438,162,36,931,engaged,focused,3,High
102,0.6996065760937658,2.3674849336846453,37.3927336329931,2.1126643631643875,0.0434263855876863,0.6767698969490101,1.7180284152589336,45,48,968,disengaged,distracted,2,Low
65,12.595556035068329,15.830927434640358,36.52728804597484,3.0843855480094486,0.601578244094995,0.0286305245698051,0.6646857448222213,104,31,922,engaged,focused,1,High
111,1.4322701263071391,3.668220326312833,37.46678115580136,2.1045356426501747,0.1989131136417153,0.7320443610135626,1.8632853541638967,49,30,566,disengaged,focused,3,Mid
99,4.522501072742258,7.135079082287276,36.22568113760048,2.923896545006515,0.4242861918121576,0.2358814481804211,1.1055066144936805,51,33,638,partially engaged,focused,2,Mid
105,0.9868834011251316,0.3148822007333035,37.47322904729528,2.3826216614303792,0.1461703546370933,0.5518581574966182,1.8019003840060943,14,59,316,disengaged,distracted,2,Low
77,12.47671770080158,15.757618837162312,36.92540633323506,3.155094270860709,0.5076082648454886,0.1380466666829046,0.5491557301186187,124,41,676,engaged,focused,1,High
86,2.8116045324019674,8.143156077844464,36.458703463046376,2.6582372658189293,0.3434288315679837,0.2213125767482103,1.0652311807098631,58,33,515,partially engaged,focused,3,Mid
69,8.955388763611394,13.377349354815545,36.59613132800997,3.180865055209199,0.6605266426899927,0.1963633404708536,0.5461293373620781,172,56,862,engaged,distracted,3,High
96,2.2772042975921147,7.541544333780141,36.21917782676016,2.5870251651932814,0.3349615787550372,0.3252218147438785,1.1935606694952716,60,52,813,partially engaged,focused,2,Mid
98,3.2148574574294013,7.955237774283441,36.44270597495919,2.701079498636824,0.4641320078822498,0.38295044492059,1.0870336918316852,72,46,765,partially engaged,focused,2,Mid
110,1.5948399425776518,1.2360285185532471,37.35793477179162,2.406052269432045,0.0717157744213823,0.5503108327969181,1.545982283658757,19,35,974,disengaged,focused,3,Mid
91,2.6307643078827776,5.550680143260244,36.18925063043657,2.846309345823027,0.3462834186584966,0.3539088434927189,1.0677006338608637,56,48,780,partially engaged,distracted,2,Mid
88,3.817315509867121,5.640123814305384,36.49824443308841,2.886422472117334,0.475440668818801,0.2828600823661988,1.2510640478928123,62,35,837,partially engaged,distracted,3,Mid
105,0.5616379404620202,4.854598942634399,37.27609782568447,2.1341356719777056,0.0265172192809917,0.7760550209040009,1.6811832909357205,27,47,750,disengaged,distracted,2,Low
106,1.2088056634217412,0.8431805582081359,37.21075526575959,2.464115534052854,0.1802407149128709,0.5210329378172932,1.634306596376311,16,55,916,disengaged,focused,2,Mid
71,12.499833170303184,12.955432111559675,36.87899803869266,3.668715573069168,0.8641111047037584,0.1896487426605306,0.7123059303933514,136,57,387,engaged,distracted,3,High
76,13.075571414777905,11.914452917092715,36.92339980040738,3.057852490999092,0.5031968760380098,0.0316854298812358,0.9893335934866164,111,44,557,engaged,focused,3,High
63,13.380050759512162,12.129405264800834,36.55272471711818,3.5150849427176345,0.8860878421411212,0.1275561304636995,0.8155296657590856,107,58,652,engaged,distracted,3,High
69,11.615192818109891,13.921106691353572,36.53487674266017,3.202142606243385,0.8970018696024462,0.1791861396160914,0.6414109057641885,105,31,776,engaged,distracted,3,High
117,0.6529886553265032,3.3648208655590786,37.265403964045205,2.1927120890433223,0.0298179537457433,0.5066417488826438,1.6094173387938464,39,36,449,disengaged,focused,3,Low
105,1.4484564746136723,1.928293448880413,37.03668919487189,2.406365024715793,0.1159261140473226,0.5707284538590719,1.9473405871663336,13,49,364,disengaged,focused,2,Mid
112,1.9989654080477048,0.4976783055540801,37.25320565351108,2.4246668773072884,0.0601303746010327,0.5782125916981251,1.9453965258451615,10,33,306,disengaged,focused,3,Mid
86,4.297412264092664,7.862366139693544,36.21272455827591,2.87204022205253,0.4931648848883264,0.2458412422325382,1.07182368253606,97,37,810,partially engaged,focused,3,Mid
95,3.719778710792849,8.72806952588122,36.386515949352855,2.9599470904094822,0.3853685577791245,0.258682182003879,1.319832133394921,50,57,566,partially engaged,distracted,2,Mid
70,6.529957866781745,14.694267516589584,36.845458910970514,3.79928380766765,0.7466631383982734,0.0330475780420801,0.7073438548247157,128,42,614,engaged,distracted,3,High
93,3.521641045034269,6.206115625546984,36.39807525401154,2.5421067270353435,0.4049780565510301,0.241778206848681,1.033532814270688,72,39,858,partially engaged,focused,2,Mid
83,4.832199947791189,9.739260365359169,36.035049149429646,2.807322839765585,0.3084705301775712,0.3296162149631407,1.0588515311375732,68,54,492,partially engaged,distracted,3,Mid
92,2.06698649166015,8.910658622289281,36.31794855858531,2.74768459531719,0.4205268973504977,0.3356500120926275,1.4422287377802565,85,54,582,partially engaged,distracted,2,Mid
110,1.6614931094411118,2.4965757404062243,37.35093667722715,2.2834649760898422,0.1175884476776529,0.5992928208312414,1.7310423023124484,23,37,342,disengaged,distracted,3,Mid
89,4.087485546086456,9.766080152530932,36.48153205638151,2.7778614345624457,0.4213244503619164,0.2371442371001935,1.3476540540467654,76,46,610,partially engaged,distracted,3,Mid
107,1.3367266945708844,1.5515506577174465,37.024923437057225,2.415935204675482,0.0620660014269126,0.5189315674576035,1.5373940822514327,3,50,386,disengaged,distracted,2,Mid
66,8.216840466670345,18.046957850398325,36.586922998911575,3.492879179544084,0.8440185667765644,0.1303981707731709,0.8005647049651343,173,52,533,engaged,focused,3,High
100,1.7857425046562037,3.198224718790269,37.121773272960965,2.193391148870074,0.1946553090706783,0.7586546158638887,1.507790897750258,10,51,518,disengaged,focused,2,Mid
117,1.4253531292183872,4.558422178535137,37.442530438101805,2.1408647957248306,0.1287070956571462,0.6181116268787014,1.76277186822986,1,42,749,disengaged,focused,3,Mid
90,2.625026803763033,8.038231916307359,36.37947990772138,2.7148706020616373,0.4955360176408137,0.2114452814822937,1.2945803408736072,96,32,941,partially engaged,focused,2,Mid
107,0.631585432671645,0.9234731474710268,37.46576966507877,2.334740502445014,0.1824060512902749,0.7916986130931181,1.7485491218386846,25,32,724,disengaged,focused,2,Low
69,7.229188616858405,17.08593307622003,36.5202228640615,3.051361073032715,0.8040714711915751,0.1284114293474813,0.8326314621612301,123,36,333,engaged,distracted,3,High
77,7.419529095075972,19.849534329255505,36.95160525314523,3.5286734431337665,0.7650751601439567,0.1802531930006604,0.8180724042196159,198,54,382,engaged,distracted,3,High
70,7.207035205509057,10.473484047465693,36.62035621489113,3.345443609460514,0.9165726519312128,0.073278533342961,0.8773108913828032,122,35,613,engaged,focused,3,High
99,4.92881480131112,6.1992077902879,36.431170805981935,2.810912043152888,0.463458852317731,0.330317180453561,1.211974753637075,61,46,321,partially engaged,focused,2,Mid
78,6.801933868998743,13.865091483149069,36.61901288974041,3.837505957686937,0.9291679068244396,0.0744057778740462,0.6536892355021369,110,49,867,engaged,focused,3,High
92,4.78221102718731,6.915219064250418,36.07594320100869,2.5898214911585207,0.4339663904594439,0.2815052846157233,1.078157299170909,56,37,682,partially engaged,distracted,2,Mid
65,5.034424989444098,19.172980474956127,36.65243059538904,3.221498145342986,0.8492404048640945,0.1706805444361756,0.8161393836717621,136,58,990,engaged,focused,3,High
71,10.73605786123803,15.078200146908022,36.91969698555996,3.865762729896828,0.761130202264508,0.1854524651587275,0.5323688830382403,101,56,584,engaged,focused,1,High
93,3.0621975853807517,7.321125830945994,36.164039608948585,2.702362655722468,0.4645292694292599,0.3186952399708609,1.4986722746417491,59,33,763,partially engaged,focused,2,Mid
94,2.7930353531800884,6.679491350585035,36.42162974032387,2.513643825325283,0.3460362557742515,0.3809836840688534,1.319948218041626,50,58,326,partially engaged,focused,2,Mid
108,0.1981929007248632,4.307493114270111,37.41858728517222,2.3406591520231816,0.1211811490631076,0.6100615119447166,1.6120412957890016,24,34,806,disengaged,distracted,2,Low
114,1.709171537618962,0.4057962456235747,37.42184620171904,2.1466473266044117,0.1309711334336366,0.5120386367234767,1.8047906481518003,20,44,787,disengaged,focused,3,Mid
66,14.168305757134467,17.61844808783735,36.66548921261903,3.503062183252985,0.6921646108818507,0.0272446548331929,0.6783832907810965,121,51,394,engaged,focused,1,High
100,1.969808498269825,3.040311426525556,37.2503897454703,2.191109633811445,0.1797345511127276,0.573189044425569,1.6428844501099509,31,33,564,disengaged,focused,2,Mid
93,3.78664784121756,8.045330846272492,36.10923521550973,2.825584194563542,0.4530916894493728,0.2715777061451379,1.400673571980856,50,50,488,partially engaged,distracted,2,Mid
82,2.101190322373157,7.755823007368264,36.484763280319946,2.990622300341196,0.3563505156683481,0.2882798182160711,1.0314889539933163,57,52,989,partially engaged,distracted,3,Mid
94,2.3383116754674598,9.733836427484446,36.265109523910496,2.641463964541452,0.3700430260263019,0.2541394361844296,1.3009049044284904,57,51,533,partially engaged,focused,2,Mid
108,0.920761750851955,4.132496811505039,37.21155274063816,2.126153570379319,0.1966830230532855,0.5911662703912466,1.661862115493454,10,49,927,disengaged,focused,2,Low
110,1.52106797601939,4.679063792413633,37.25589749713771,2.00126088085141,0.0750117888226212,0.5334706977154481,1.7080938304668478,17,52,651,disengaged,focused,3,Mid
103,0.1235686884575402,2.3487597264972053,37.13318123134201,2.4739847827722485,0.0719797019587845,0.5300371096159611,1.5207457453857856,9,36,466,disengaged,distracted,2,Low
111,1.6939330834152664,1.5627935173513126,37.288895727480245,2.3651526384905264,0.079697537827867,0.5198976834014203,1.6145924554638926,27,45,363,disengaged,distracted,3,Mid
114,0.8336813185207355,4.194257921321887,37.31153551670126,2.368378172665712,0.0698208230899162,0.7833193085030425,1.85463104688975,39,59,309,disengaged,focused,3,Low
79,14.186841779432976,15.764046934353916,36.85318960495152,3.417035224513171,0.611846382382357,0.1447118583988837,0.803911886070694,167,35,835,engaged,focused,1,High
118,0.4165711721284673,3.9696935326597815,37.47408140251015,2.4455515720838514,0.0642871490614034,0.6218017319846227,1.9042011498987803,43,39,403,disengaged,distracted,3,Low
65,9.13628418109854,16.335287171752647,36.9267657215499,3.466638363953086,0.9324006844805338,0.0187596669918099,0.8265421109965494,171,35,942,engaged,distracted,3,High
79,7.9653442935481245,18.33908373924519,36.58291498801975,3.053149592172948,0.5958016787592662,0.0535474437549129,0.6411555289271034,117,33,707,engaged,focused,3,High
80,2.784947039733801,6.195715112507434,36.44228487278827,2.887065190530925,0.3149147046499961,0.3665331899654171,1.018425910362896,51,53,542,partially engaged,focused,3,Mid
88,3.868456768574592,5.735601725337923,36.27186947808197,2.6930339667258627,0.3885074431554587,0.3047201146118475,1.0641980859011255,78,50,747,partially engaged,distracted,3,Mid
107,1.4651117214340676,0.1964891661440176,37.30230025381859,2.3444962841854884,0.0040754294160463,0.7531576963868767,1.9641425058253703,23,59,559,disengaged,focused,2,Mid
81,3.996537748127493,7.903479098750992,36.42156298684458,2.642805267872602,0.4581712355373708,0.2629041535336406,1.3937282714540369,96,45,935,partially engaged,distracted,3,Mid
115,0.2205741368473299,3.900356992520249,37.440698926261234,2.463564559716252,0.1707892344660909,0.7490672291856326,1.534417925758303,45,40,884,disengaged,focused,3,Low
66,9.049457807988617,10.252914089896333,36.8014481697232,3.289696020598772,0.7164735605977011,0.097693896449987,0.5322563053690169,182,30,619,engaged,distracted,3,High
95,4.13763279585978,8.228329556061723,36.09260785907528,2.6030694591051984,0.3502012357548746,0.2357900880594354,1.3286065998342336,97,57,917,partially engaged,focused,2,Mid
75,12.493221715832346,18.581163831992463,36.5809044797386,3.692411958940341,0.9875508677094288,0.1223827783617384,0.5856821826477431,177,44,762,engaged,distracted,1,High
107,1.8734389586547024,2.480174047031322,37.12303707113841,2.2910046404409563,0.0839867676942871,0.5617845934151592,1.7118382048089238,37,40,759,disengaged,focused,2,Mid
97,4.122593903902818,9.446388544167998,36.144476782764016,2.7643039113459644,0.373208141360613,0.200284334406198,1.2897159113599637,92,56,606,partially engaged,focused,2,Mid
70,12.27818406510738,16.838597250088334,36.70292605266751,3.6616048816209097,0.9766930362655004,0.0495725593110607,0.6229632972657919,190,41,356,engaged,focused,1,High
73,14.886931339871309,17.146489034571513,36.68368844332369,3.1491860340634648,0.7960124082638611,0.0589806506192851,0.9527545406481432,158,41,552,engaged,distracted,1,High
119,1.1230981456057567,0.2805573925987009,37.3034443408736,2.2650819219507143,0.1041531964277943,0.7052493161173342,1.5222283072133425,1,51,449,disengaged,distracted,3,Mid
68,9.597824418424992,19.798909710653437,36.56963923657213,3.6904297570595928,0.7009980686892783,0.1023453048649027,0.8811969529280981,190,39,836,engaged,focused,3,High
76,5.703307826844396,14.83309511209833,36.87103542884979,3.1925514553547,0.8854578230177117,0.0333625013851486,0.8996193784685607,192,52,900,engaged,distracted,3,High
64,9.084215236137338,12.329575268227728,36.93358204830884,3.1616166481047783,0.8157380259187084,0.1846506576081229,0.8371983557676528,178,32,515,engaged,distracted,3,High
115,0.5046110622011821,1.957034164282892,37.07957951592496,2.3989070332206586,0.0714070685217777,0.780826020773818,1.921245432017662,31,46,876,disengaged,focused,3,Low
108,0.587493603251122,4.891701163982916,37.21868153142589,2.23591973192243,0.099719606479403,0.7652312068844633,1.8019641421926549,35,55,536,disengaged,distracted,2,Low
112,0.1598854203667179,1.896067073536205,37.45725452135933,2.172319110273149,0.1425322872627406,0.530199915955803,1.722193765806071,8,32,797,disengaged,focused,3,Low
92,3.173654495124264,9.856474559864688,36.17556890679783,2.933913956865685,0.3186422941549739,0.2668367684750939,1.17547666236369,78,51,387,partially engaged,distracted,2,Mid
109,1.5308088785084424,0.4075551801697158,37.02019984013848,2.164997901805397,0.1459851215714629,0.6565269312716344,1.7085009353048437,28,54,863,disengaged,focused,2,Mid
81,4.1609606398581,9.055589363703476,36.0693007490491,2.743414713968711,0.3497431363957725,0.2336213722412267,1.3671626567474997,77,45,325,partially engaged,distracted,3,Mid
85,2.9300000336346352,9.833268356638712,36.42433978235428,2.9399733714365643,0.3920024194161416,0.324761452784175,1.1883838701022058,77,45,934,partially engaged,focused,3,Mid
113,1.1879615064142894,1.4357213538406572,37.42397528736371,2.075550079587299,0.0734258178873839,0.5374711715972609,1.7024160669926127,6,54,371,disengaged,focused,3,Mid
61,9.70859017060439,16.67292181728008,36.97820354355496,3.660556044601212,0.7910479661412708,0.1695118983330995,0.8160365552835178,149,33,499,engaged,focused,3,High
119,1.690224826142322,4.912939057759004,37.34611693732271,2.1891114527530235,0.0561721333358024,0.6989953531023443,1.990408291247652,2,52,395,disengaged,distracted,3,Mid
66,8.291034310477686,14.069537824742556,36.953137619794674,3.7568667019578186,0.9907051601839528,0.1549528419464484,0.7242578536091159,198,35,974,engaged,focused,3,High
72,7.553973741644452,14.356198127699496,36.75815799442456,3.0967198335511297,0.8718813371264451,0.0218707866709946,0.7024588566844028,122,33,533,engaged,focused,3,High
92,3.025643966168345,9.788181469992178,36.10473421590262,2.5191320724946507,0.4744853085980837,0.3504405431900816,1.1159919185336864,92,39,871,partially engaged,distracted,2,Mid
92,3.666408863031017,6.3509722974849705,36.46869077328272,2.506386855002028,0.4451874427999578,0.2762470371314208,1.2612724156556534,80,36,605,partially engaged,distracted,2,Mid
73,5.151662146109014,17.298450887119024,36.85539920540036,3.654358200407222,0.938975340292004,0.1802535161116868,0.7782221597126278,145,58,962,engaged,distracted,3,High
69,13.463430588751988,18.16413424129497,36.51012430921175,3.5428252167417185,0.9533277852186348,0.036277597406256,0.6763224607785491,130,51,874,engaged,distracted,1,High
80,2.125658091365306,6.395088418826832,36.14742815635012,2.932936024244796,0.3704232014263405,0.2894433479787103,1.1903690299401943,51,51,592,partially engaged,distracted,3,Mid
100,1.0818406140547336,2.381822471945857,37.32462736273151,2.1632155742616197,0.0100565740708957,0.6212950440844062,1.9919887887039305,7,46,988,disengaged,distracted,2,Mid
86,2.3660945455357543,7.935958502335586,36.14870696475392,2.9528422432303123,0.3812339531914469,0.2416067194262105,1.2727958846423515,94,58,420,partially engaged,focused,3,Mid
78,10.055201186300414,17.734265567271464,36.55179432731602,3.9027985189331456,0.6322587049834247,0.0341207215425653,0.7946280364513373,190,45,401,engaged,distracted,1,High
97,2.32986788528654,9.56245067291024,36.33660270498177,2.772996513266884,0.3748681230700261,0.2269719809340943,1.353759185530661,87,42,835,partially engaged,distracted,2,Mid
72,9.945676245381424,14.848461869924895,36.67495585410998,3.789341895391805,0.5497648919034235,0.041003844974418,0.5008013844592534,183,37,737,engaged,focused,3,High
61,11.896886806622913,14.790269589757337,36.65087877862511,3.4678323393717423,0.6048149439756731,0.1850173264972281,0.5269863162754564,100,51,518,engaged,distracted,3,High
114,0.9306256518156172,4.591977632295251,37.39457422972415,2.143554089922004,0.1690724313161026,0.5350174521232272,1.5180587602270017,39,56,478,disengaged,focused,3,Low
104,0.6588513733252943,3.436040930658437,37.42505191391145,2.1610877526701007,0.0650027644045001,0.6601553117877161,1.82659180104022,11,44,548,disengaged,focused,2,Low
119,1.9941497538262876,4.770953651673929,37.47026535834098,2.405563802031987,0.0441226663367085,0.6597898232086347,1.6121513134124874,46,49,748,disengaged,distracted,3,Mid
99,2.1225006360591903,9.847292834103538,36.45933658628898,2.69038378607886,0.4030844896013826,0.2932238838535518,1.441099889308735,99,41,413,partially engaged,focused,2,Mid
111,0.8579319513735275,4.796675841419593,37.08765545525732,2.0447881686472145,0.176123766432338,0.7690057968517613,1.9358695439560825,26,46,605,disengaged,focused,3,Low
83,3.787504690702167,5.068070736280505,36.16249370477854,2.966146287936584,0.3608090539271615,0.3879653285288496,1.125066978574622,90,53,379,partially engaged,distracted,3,Mid
113,1.5232539455785896,2.50693884002442,37.44105784359708,2.0201202108053096,0.1844389677268741,0.5588923399686224,1.942119372542328,45,51,567,disengaged,distracted,3,Mid
63,5.254092383795782,13.358498680900048,36.52244655718721,3.692216061844477,0.90945355676873,0.1774927847142183,0.7745640904846676,106,58,388,engaged,focused,3,High
115,0.5863319614618303,3.945122209771184,37.44269457006693,2.309067225653039,0.0766472688818277,0.6997536810758191,1.590449686012183,18,40,528,disengaged,focused,3,Low
92,2.0501332812131787,7.481299890209193,36.30732331624145,2.844837100551421,0.4439451671201417,0.3116216882433048,1.11168016636712,55,49,793,partially engaged,distracted,2,Mid
111,1.2960967469561373,0.0605655804994575,37.16617028000759,2.196757210065225,0.0927429691527891,0.5905052581023366,1.8334611292329368,39,58,516,disengaged,distracted,3,Mid
84,3.99318024442705,7.53442033072125,36.41290756322083,2.917968593929282,0.465914610563939,0.2315691875738799,1.01271617068097,54,32,418,partially engaged,focused,3,Mid
64,12.705470447678607,15.173801834534505,36.69466553357161,3.592863209493518,0.7579010508327396,0.1987605053402392,0.7452301580046186,110,30,949,engaged,distracted,1,High
88,2.2142188205173703,5.435033836553156,36.3299050574007,2.6295540033676508,0.4315054069394213,0.228925178862706,1.198534113602902,71,41,402,partially engaged,focused,3,Mid
83,2.264895770323014,9.852893275988396,36.19752921725614,2.950594383949093,0.4942343538057696,0.3819125320255144,1.2274798321831044,61,53,638,partially engaged,distracted,3,Mid
68,5.311201457032484,19.7232735089717,36.836066940032055,3.419613021400609,0.5706876631905275,0.1446462301909424,0.7815558772016764,168,34,400,engaged,focused,3,High
108,1.6110537248100667,0.705394607596872,37.38466225195184,2.456516549026895,0.0157022436421487,0.747564498471372,1.773710025936528,33,34,569,disengaged,focused,2,Mid
97,2.10229358500026,8.813533616116418,36.01667184892948,2.727649923873672,0.3301929986260589,0.3647148554702614,1.1568304545878343,86,44,850,partially engaged,focused,2,Mid
69,9.811443597959755,17.88958335010346,36.536754138401335,3.191593967902995,0.7757671248231803,0.189417664950539,0.5373789233608901,139,42,400,engaged,distracted,3,High
117,0.7979858333404943,4.127761897088432,37.03596657574068,2.0982070434073505,0.0600052810929791,0.6880190260066357,1.8425863451507736,39,54,923,disengaged,focused,3,Low
105,1.0484154378953976,1.113790567735533,37.423114161557706,2.409119014095965,0.079214370783338,0.6765822757081567,1.6289128479679698,15,34,698,disengaged,focused,2,Mid
63,7.173851042772743,10.148034228184642,36.63425402098396,3.191052486459487,0.7541432198624621,0.0407406583313152,0.8815949353597474,194,37,596,engaged,focused,3,High
89,2.002894885530692,9.87991213798154,36.179579656085096,2.669795370697913,0.3290126672185308,0.3716368820567082,1.4354197679336202,74,51,833,partially engaged,focused,3,Mid
88,2.653994913165304,7.789381579344252,36.23322354487944,2.7878842907761423,0.4101924442837448,0.3920214078337124,1.276093054467368,76,42,834,partially engaged,focused,3,Mid
115,0.8762013775820978,2.352067380224049,37.13936402166769,2.189895130738978,0.119702615893355,0.6740563289913597,1.81821767228674,16,37,644,disengaged,focused,3,Low
84,2.398585245282575,6.2651577176607,36.021063868476496,2.53630542629804,0.3486766558521217,0.2039058560593838,1.1227052960437307,94,46,980,partially engaged,focused,3,Mid
72,9.36736677794641,19.131087869195497,36.8956424144627,3.305437502294857,0.9624027395958236,0.0659292993495449,0.5362577481687812,107,46,695,engaged,distracted,3,High
95,3.726166874163818,5.348207454056594,36.28986469356151,2.5725070841612245,0.306277201279373,0.2233048094981508,1.3875537142529852,76,41,802,partially engaged,focused,2,Mid
101,1.2757456661469528,3.433796335412324,37.029239631807954,2.209301808691984,0.1167674521004649,0.5198136611918021,1.567547278297655,42,57,487,disengaged,distracted,2,Mid
88,2.4854859838048715,7.676196684573667,36.45634618672221,2.507793792387682,0.4285267546971709,0.2147300869210684,1.0032247214823504,85,49,966,partially engaged,distracted,3,Mid
86,3.23346991386592,6.17165895983004,36.25712355714143,2.898732245186312,0.4664984740112288,0.3693039063754473,1.1692789062774898,71,56,999,partially engaged,focused,3,Mid
90,4.84515327881785,5.068719173454786,36.2201819655894,2.823885494207002,0.4403551540975106,0.2352175516538404,1.4860916376192963,93,33,771,partially engaged,focused,2,Mid
110,0.0410450234250305,3.91632099394888,37.03985236972273,2.0705254605351184,0.1149660053711381,0.681051651034886,1.8434435592961995,8,37,599,disengaged,focused,3,Low
74,8.324712269233808,16.307063320910085,36.52184986206251,3.03493480891816,0.7136258006981483,0.1622678958403024,0.8355470320676373,133,53,508,engaged,focused,3,High
68,5.336438225437621,10.652326612674868,36.538975034715456,3.742979134488957,0.5681768975553787,0.124490374898069,0.6623344389467292,145,33,436,engaged,focused,3,High
61,13.641883625548356,17.756249080938343,36.595137546116845,3.1526357913308445,0.67383833665725,0.0824349000887184,0.966009075662364,177,49,813,engaged,distracted,1,High
107,0.8243460936192233,1.5360419341159526,37.07703039686527,2.419951977278283,0.0127682757978201,0.5869506387138921,1.653191446912852,47,40,823,disengaged,distracted,2,Low
102,1.964379806831114,4.310070534558201,37.38601050641585,2.136951235534472,0.1947481400864795,0.7228962508477867,1.8026086420145209,2,36,569,disengaged,distracted,2,Mid
94,2.4170481582928303,7.818567071953801,36.02835679831656,2.831993430933508,0.348148227623124,0.2238053155886142,1.204747924895739,62,42,670,partially engaged,focused,2,Mid
68,5.415352709561322,14.140555912388136,36.87976316799421,3.8741997706010216,0.5487741470645499,0.104935092602251,0.6317014944031925,192,33,893,engaged,focused,3,High
93,2.332641825795455,8.412908360712073,36.49208832144744,2.9527922922987018,0.4743337818539025,0.2604340306716682,1.3753940882270004,59,53,631,partially engaged,distracted,2,Mid
88,4.0707302902750815,7.971364052996762,36.07214032534437,2.582952522150345,0.4318451175801738,0.2624277583326543,1.1328690390828395,73,52,394,partially engaged,distracted,3,Mid
106,1.7653438706012907,4.099221758628669,37.23301705975002,2.266978204290281,0.0484552387969376,0.5518564218256359,1.9115005874456723,45,36,756,disengaged,focused,2,Mid
107,0.9267186127952696,4.322538804222796,37.46311603467541,2.1641721723267224,0.0449388983560711,0.639278909232795,1.5896631783372963,3,59,577,disengaged,distracted,2,Low
90,2.381531594575632,7.689798158220495,36.123781033443386,2.546178229119631,0.3719756024667668,0.254841521012049,1.2555521532571423,53,57,729,partially engaged,focused,2,Mid
110,1.8639700357449491,4.384365217469113,37.19713551739214,2.349476632259868,0.0175714027162691,0.7137623166630845,1.986428864742371,13,41,870,disengaged,focused,3,Mid
61,6.873186197019104,16.33788198907292,36.79521864038946,3.651933059475751,0.5130416433423609,0.1097446976698147,0.7974674217486866,174,40,536,engaged,focused,3,High
81,2.0295825014648194,5.050867185230033,36.3054092930472,2.8945998783992923,0.4553010834933341,0.3559156041498574,1.1805031724088328,97,48,730,partially engaged,focused,3,Mid
96,2.936566210316901,6.685938474176949,36.08278556290977,2.6681129864960496,0.4171768260104218,0.3040558625394765,1.15971367929227,68,54,587,partially engaged,distracted,2,Mid
82,3.2340223712450653,7.518718476873643,36.4072564398082,2.909642520371011,0.4596626267526694,0.2202249678232975,1.399839401637407,53,58,389,partially engaged,distracted,3,Mid
113,1.3292545798331177,0.2223729920540174,37.3932217019609,2.456357043196874,0.0973686331669123,0.7413625403036888,1.8532052664251144,41,37,601,disengaged,distracted,3,Mid
